member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,issue_dt,expr_dt,corp_no,prev_balance,curr_balance,member_code
177,UNAKLET,VOKYUNRHCKKKVO, , , ,  ,  ,          ,             ,1999-10-13 10:41:34.847,2000-12-10 10:41:34.847,NULL,0.00,0.00,  
178,VANN,XSQBCIZLXIHGH, , , ,  ,  ,          ,             ,1999-10-13 10:41:34.857,2000-12-10 10:41:34.857,NULL,0.00,0.00,  
179,WOLFMULE,CKFCIWRASBSOEE, , , ,  ,  ,          ,             ,1999-10-13 10:41:34.857,2000-12-10 10:41:34.857,NULL,0.00,0.00,  
180,XAVIER,WFUHKSESPVYCIE, , , ,  ,  ,          ,             ,1999-10-13 10:41:34.867,2000-12-10 10:41:34.867,NULL,0.00,0.00,  
181,YEONG,HLQLLKGOJQIY, , , ,  ,  ,          ,             ,1999-10-13 10:41:34.867,2000-12-10 10:41:34.867,NULL,0.00,0.00,  
182,ZUCKER,EEHMOWMWOGJXDY, , , ,  ,  ,          ,             ,1999-10-13 10:41:34.877,2000-12-10 10:41:34.877,NULL,0.00,0.00,  
183,ANDERSON,YTYGNTOHJXVBBK, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.097,2000-12-10 10:41:35.097,NULL,0.00,0.00,  
184,BARR,VDEKFQKFMDDBJQ, , , ,  ,  ,          , ,1999-10-13 10:41:35.107,2000-12-10 10:41:35.107,209,0.00,0.00,  
185,CHEN,UIYROWJPXNTMOE, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.107,2000-12-10 10:41:35.107,NULL,0.00,0.00,  
186,DORR,HLIQXCCSBTMURU, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.117,2000-12-10 10:41:35.117,227,0.00,0.00,  
187,EFLIN,SXICW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.117,2000-12-10 10:41:35.117,473,0.00,0.00,  
188,FLORINI,LYYRHPBRPJQBDV, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.127,2000-12-10 10:41:35.127,NULL,0.00,0.00,  
189,GOHAN,WBLPR, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.127,2000-12-10 10:41:35.127,NULL,0.00,0.00,  
190,HAHN,MCYITUUGICFTOJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.137,2000-12-10 10:41:35.137,NULL,0.00,0.00,  
191,INFANTE,UIUDMGHXEEO, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.137,2000-12-10 10:41:35.137,NULL,0.00,0.00,  
192,JONES,OSAWGOKS, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.147,2000-12-10 10:41:35.147,NULL,0.00,0.00,  
193,KAHRMANN,IXRYSLEGFLKATJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.147,2000-12-10 10:41:35.147,NULL,0.00,0.00,  
194,LING,SCMFYRJYGYEDCY, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.157,2000-12-10 10:41:35.157,NULL,0.00,0.00,  
195,MAKAI,JFQHVWTXLJTORS, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.157,2000-12-10 10:41:35.157,NULL,0.00,0.00,  
196,NELSON,TTBUMVHD, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.167,2000-12-10 10:41:35.167,NULL,0.00,0.00,  
197,OLPHANT,QNMRUTKTCVNWIJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.167,2000-12-10 10:41:35.167,NULL,0.00,0.00,  
198,PAYNTER,QMKKOBFPINRHMP, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.177,2000-12-10 10:41:35.177,NULL,0.00,0.00,  
199,QUINT,KVTIK, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.177,2000-12-10 10:41:35.177,NULL,0.00,0.00,  
200,RYAN,AAEBZBKJXFAUZT, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.187,2000-12-10 10:41:35.187,NULL,0.00,0.00,  
201,STEIN,YRMWCUEJOOABMT, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.187,2000-12-10 10:41:35.187,NULL,0.00,0.00,  
202,TOLSKY,OICUNUNXPDQNBH, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.197,2000-12-10 10:41:35.197,NULL,0.00,0.00,  
203,UNAKLET,SPZOVEPMHDSMX, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.197,2000-12-10 10:41:35.197,NULL,0.00,0.00,  
204,VANN,WNXTGHSU, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.207,2000-12-10 10:41:35.207,NULL,0.00,0.00,  
205,WOLFMULE,VRDXIEQTPPMOKJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.207,2000-12-10 10:41:35.207,NULL,0.00,0.00,  
206,XAVIER,LKGTRCVJVWWVJB, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.217,2000-12-10 10:41:35.217,NULL,0.00,0.00,  
207,YEONG,QRSFEACPGDICYG, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.217,2000-12-10 10:41:35.217,NULL,0.00,0.00,  
208,ZUCKER,IHPWXPOX, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.227,2000-12-10 10:41:35.227,NULL,0.00,0.00,  
209,ANDERSON,GWTMYQIFGNSHLW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.437,2000-12-10 10:41:35.437,NULL,0.00,0.00,  
210,BARR,VQLSGNF, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.447,2000-12-10 10:41:35.447,229,0.00,0.00,  
211,CHEN,JFEFDTJPGXRTOT, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.457,2000-12-10 10:41:35.457,NULL,0.00,0.00,  
212,DORR,FBOLSBERWGWFNC, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.467,2000-12-10 10:41:35.467,NULL,0.00,0.00,  
213,EFLIN,DKMDPWTLAFKDNV, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.467,2000-12-10 10:41:35.467,70,0.00,0.00,  
214,FLORINI,IYJMOUSJDLPQHG, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.477,2000-12-10 10:41:35.477,NULL,0.00,0.00,  
215,GOHAN,JFUTP, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.477,2000-12-10 10:41:35.477,NULL,0.00,0.00,  
216,HAHN,CYCFWXXOWGPXF, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.487,2000-12-10 10:41:35.487,402,0.00,0.00,  
217,INFANTE,IXNAEXKHRSBHBX, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.487,2000-12-10 10:41:35.487,NULL,0.00,0.00,  
218,JONES,CWVWD, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.497,2000-12-10 10:41:35.497,NULL,0.00,0.00,  
219,KAHRMANN,MIJPZUHGCCNABD, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.497,2000-12-10 10:41:35.497,NULL,0.00,0.00,  
220,LING,OLASAKNR, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.497,2000-12-10 10:41:35.497,332,0.00,0.00,  
221,MAKAI,IFSDKOXBUGQHBJ, , , ,  ,  ,          , ,1999-10-13 10:41:35.507,2000-12-10 10:41:35.507,NULL,0.00,0.00,  
222,NELSON,TETVDTLQXPOOFI, , , ,  ,  ,          , ,1999-10-13 10:41:35.517,2000-12-10 10:41:35.517,NULL,0.00,0.00,  
223,OLPHANT,POIIYCTKQFYEGS, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.517,2000-12-10 10:41:35.517,NULL,0.00,0.00,  
224,PAYNTER,NVOJLGVERXECT, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.517,2000-12-10 10:41:35.517,281,0.00,0.00,  
225,QUINT,FONVOGNCRQERQI, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.527,2000-12-10 10:41:35.527,NULL,0.00,0.00,  
226,RYAN,IISGEHXAG, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.527,2000-12-10 10:41:35.527,NULL,0.00,0.00,  
227,STEIN,HMGLGHXKLAWS, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.540,2000-12-10 10:41:35.540,NULL,0.00,0.00,  
228,TOLSKY,DDDDNFXZSRWUG, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.540,2000-12-10 10:41:35.540,NULL,0.00,0.00,  
229,UNAKLET,MCPTKDMJLNLQVW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.550,2000-12-10 10:41:35.550,NULL,0.00,0.00,  
230,VANN,PZNMJARQRYOJTH, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.550,2000-12-10 10:41:35.550,NULL,0.00,0.00,  
231,WOLFMULE,KIABS, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.560,2000-12-10 10:41:35.560,NULL,0.00,0.00,  
232,XAVIER,UDFPPPKIKFZFOF, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.560,2000-12-10 10:41:35.560,NULL,0.00,0.00,  
233,YEONG,VGFUEYFPJRIUWJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.570,2000-12-10 10:41:35.570,NULL,0.00,0.00,  
234,ZUCKER,XUWDHNYONQCVOM, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.570,2000-12-10 10:41:35.570,NULL,0.00,0.00,  
235,ANDERSON,TCEYCKPDLCYLR, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.770,2000-12-10 10:41:35.770,413,0.00,0.00,  
236,BARR,TCWOOFNCMU, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.770,2000-12-10 10:41:35.770,NULL,0.00,0.00,  
237,CHEN,BYIDSW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.780,2000-12-10 10:41:35.780,NULL,0.00,0.00,  
238,DORR,VDTOVFJNRKYCLA, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.780,2000-12-10 10:41:35.780,NULL,0.00,0.00,  
239,EFLIN,XQWTLBXAUFQDXW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.790,2000-12-10 10:41:35.790,NULL,0.00,0.00,  
240,FLORINI,GOVOOTPDRJQVRV, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.790,2000-12-10 10:41:35.790,NULL,0.00,0.00,  
241,GOHAN,JWIGBFCPPCV, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.800,2000-12-10 10:41:35.800,NULL,0.00,0.00,  
242,HAHN,PINOACOESLSPT, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.800,2000-12-10 10:41:35.800,NULL,0.00,0.00,  
243,INFANTE,IPIXFW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.810,2000-12-10 10:41:35.810,NULL,0.00,0.00,  
244,JONES,GSHUNHWI, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.810,2000-12-10 10:41:35.810,NULL,0.00,0.00,  
245,KAHRMANN,ONRYPLUXVIRKIM, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.820,2000-12-10 10:41:35.820,NULL,0.00,0.00,  
246,LING,ZLIBDVPZQWRXXF, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.820,2000-12-10 10:41:35.820,NULL,0.00,0.00,  
247,MAKAI,KCOYHIPRQXIFFU, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.830,2000-12-10 10:41:35.830,NULL,0.00,0.00,  
248,NELSON,UNKBSSRW, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.830,2000-12-10 10:41:35.830,NULL,0.00,0.00,  
249,OLPHANT,ITHMMUQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.830,2000-12-10 10:41:35.830,NULL,0.00,0.00,  
250,PAYNTER,WMETJWUDYBR, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.840,2000-12-10 10:41:35.840,NULL,0.00,0.00,  
251,QUINT,VBWGLWMHTXUJOL, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.840,2000-12-10 10:41:35.840,NULL,0.00,0.00,  
252,RYAN,JQPHZSF, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.850,2000-12-10 10:41:35.850,139,0.00,0.00,  
253,STEIN,SBIHS, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.850,2000-12-10 10:41:35.850,NULL,0.00,0.00,  
254,TOLSKY,PWSTDIXLX, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.860,2000-12-10 10:41:35.860,NULL,0.00,0.00,  
255,UNAKLET,JNHSVFZVVNBXFY, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.860,2000-12-10 10:41:35.860,NULL,0.00,0.00,  
256,VANN,IOYSRNJVWGNRHO, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.870,2000-12-10 10:41:35.870,NULL,0.00,0.00,  
257,WOLFMULE,NLONLRQGRMCXBC, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.870,2000-12-10 10:41:35.870,NULL,0.00,0.00,  
258,XAVIER,VKZEJQXGGPERFL, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.880,2000-12-10 10:41:35.880,NULL,0.00,0.00,  
259,YEONG,XVMWHJOFQ, , , ,  ,  ,          , ,1999-10-13 10:41:35.880,2000-12-10 10:41:35.880,NULL,0.00,0.00,  
260,ZUCKER,IJBDEVXL, , , ,  ,  ,          ,             ,1999-10-13 10:41:35.890,2000-12-10 10:41:35.890,NULL,0.00,0.00,  
261,ANDERSON,HTBCBWSS, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.100,2000-12-10 10:41:36.100,NULL,0.00,0.00,  
262,BARR,RHOCFTO, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.100,2000-12-10 10:41:36.100,301,0.00,0.00,  
263,CHEN,QEWNIHGESZPJAV, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.110,2000-12-10 10:41:36.110,NULL,0.00,0.00,  
264,DORR,PCDBIFSPAIMYNH, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.110,2000-12-10 10:41:36.110,NULL,0.00,0.00,  
265,EFLIN,XPCNVEVTUXXSJK, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.120,2000-12-10 10:41:36.120,NULL,0.00,0.00,  
266,FLORINI,TSHOHWHLC, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.120,2000-12-10 10:41:36.120,NULL,0.00,0.00,  
267,GOHAN,UBKDHEYSJJGSRR, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.130,2000-12-10 10:41:36.130,NULL,0.00,0.00,  
268,HAHN,VBWRGEJYKOLFAM, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.140,2000-12-10 10:41:36.140,431,0.00,0.00,  
269,INFANTE,CMCKZPEZJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.140,2000-12-10 10:41:36.140,464,0.00,0.00,  
270,JONES,BIMWADSFSPUM, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.140,2000-12-10 10:41:36.140,NULL,0.00,0.00,  
271,KAHRMANN,JNWUJSYEXXXLMX, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.150,2000-12-10 10:41:36.150,NULL,0.00,0.00,  
272,LING,GARXYOQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.150,2000-12-10 10:41:36.150,258,0.00,0.00,  
273,MAKAI,SXHER, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.170,2000-12-10 10:41:36.170,NULL,0.00,0.00,  
274,NELSON,YNQVFWVETHDNTE, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.180,2000-12-10 10:41:36.180,NULL,0.00,0.00,  
275,OLPHANT,PFHOCKYITCPAGH, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.180,2000-12-10 10:41:36.180,NULL,0.00,0.00,  
276,PAYNTER,HTZZVIBWQFZSHW, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.190,2000-12-10 10:41:36.190,NULL,0.00,0.00,  
277,QUINT,HIPHK, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.190,2000-12-10 10:41:36.190,NULL,0.00,0.00,  
278,RYAN,OCXPKLRRXXHMFY, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.200,2000-12-10 10:41:36.200,NULL,0.00,0.00,  
279,STEIN,HNGXFNHJHRZNFE, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.200,2000-12-10 10:41:36.200,NULL,0.00,0.00,  
280,TOLSKY,OTNIMYPPGH, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.210,2000-12-10 10:41:36.210,456,0.00,0.00,  
281,UNAKLET,GHCBFGEMVUS, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.210,2000-12-10 10:41:36.210,NULL,0.00,0.00,  
282,VANN,UOWUNXPMSFPDKA, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.220,2000-12-10 10:41:36.220,NULL,0.00,0.00,  
283,WOLFMULE,ZRDHXCXDVJPDKZ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.220,2000-12-10 10:41:36.220,NULL,0.00,0.00,  
284,XAVIER,LBEJUDB, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.230,2000-12-10 10:41:36.230,NULL,0.00,0.00,  
285,YEONG,XBOMOFVNI, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.230,2000-12-10 10:41:36.230,NULL,0.00,0.00,  
286,ZUCKER,CEQJFVJTBUHANN, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.240,2000-12-10 10:41:36.240,NULL,0.00,0.00,  
287,ANDERSON,TQSBPEFZVYCEEY, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.430,2000-12-10 10:41:36.430,NULL,0.00,0.00,  
288,BARR,HPXWRMMLPEVQG, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.440,2000-12-10 10:41:36.440,NULL,0.00,0.00,  
289,CHEN,RGGUNPHDJTIHKM, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.440,2000-12-10 10:41:36.440,NULL,0.00,0.00,  
290,DORR,XSTQPSC, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.450,2000-12-10 10:41:36.450,NULL,0.00,0.00,  
291,EFLIN,DVNLQTPYEGIEGQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.450,2000-12-10 10:41:36.450,NULL,0.00,0.00,  
292,FLORINI,TQJYECKZGJGBN, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.460,2000-12-10 10:41:36.460,NULL,0.00,0.00,  
293,GOHAN,MRKSOVXLMXVLJV, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.460,2000-12-10 10:41:36.460,NULL,0.00,0.00,  
294,HAHN,EFOKYMRFRXPVWR, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.470,2000-12-10 10:41:36.470,NULL,0.00,0.00,  
295,INFANTE,KJNXGOSNQXKSLC, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.480,2000-12-10 10:41:36.480,NULL,0.00,0.00,  
296,JONES,LYUOJMBCDQBEFN, , , ,  ,  ,          , ,1999-10-13 10:41:36.480,2000-12-10 10:41:36.480,NULL,0.00,0.00,  
297,KAHRMANN,SCGVEQ, , , ,  ,  ,          , ,1999-10-13 10:41:36.480,2000-12-10 10:41:36.480,NULL,0.00,0.00,  
298,LING,FCSJWTSWBPPADN, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.490,2000-12-10 10:41:36.490,NULL,0.00,0.00,  
299,MAKAI,BYQNTFG, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.490,2000-12-10 10:41:36.490,193,0.00,0.00,  
300,NELSON,FLLE, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.500,2000-12-10 10:41:36.500,NULL,0.00,0.00,  
301,OLPHANT,NGCMUKHZMQJVWJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.500,2000-12-10 10:41:36.500,NULL,0.00,0.00,  
302,PAYNTER,JDPUNJOYGUONIE, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.510,2000-12-10 10:41:36.510,NULL,0.00,0.00,  
303,QUINT,ILTMOCARPVNG, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.510,2000-12-10 10:41:36.510,NULL,0.00,0.00,  
304,RYAN,HLDVOFPCL, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.520,2000-12-10 10:41:36.520,NULL,0.00,0.00,  
305,STEIN,VJFWLSLCQDHOKC, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.520,2000-12-10 10:41:36.520,NULL,0.00,0.00,  
306,TOLSKY,TPUIZ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.530,2000-12-10 10:41:36.530,NULL,0.00,0.00,  
307,UNAKLET,GYIGAKEUVFBINT, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.530,2000-12-10 10:41:36.530,288,0.00,0.00,  
308,VANN,ILMHFYNFFZUPRB, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.540,2000-12-10 10:41:36.540,NULL,0.00,0.00,  
309,WOLFMULE,FILONSNXW, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.550,2000-12-10 10:41:36.550,NULL,0.00,0.00,  
310,XAVIER,IYUUYOVKRNXUIF, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.560,2000-12-10 10:41:36.560,NULL,0.00,0.00,  
311,YEONG,IKQFZPJKPHGUDV, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.560,2000-12-10 10:41:36.560,NULL,0.00,0.00,  
312,ZUCKER,KQCOIQPWN, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.570,2000-12-10 10:41:36.570,NULL,0.00,0.00,  
313,ANDERSON,HVQZZHR, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.750,2000-12-10 10:41:36.750,NULL,0.00,0.00,  
314,BARR,UJHWUGQKJGKND, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.760,2000-12-10 10:41:36.760,NULL,0.00,0.00,  
315,CHEN,EKVHVHETOGXCYP, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.760,2000-12-10 10:41:36.760,NULL,0.00,0.00,  
316,DORR,FRMHIOGOFDRLJK, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.770,2000-12-10 10:41:36.770,NULL,0.00,0.00,  
317,EFLIN,PKJBMXCSEDJYVW, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.770,2000-12-10 10:41:36.770,NULL,0.00,0.00,  
318,FLORINI,LPOVPVDAXLWNUX, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.780,2000-12-10 10:41:36.780,102,0.00,0.00,  
319,GOHAN,PJEEUP, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.780,2000-12-10 10:41:36.780,NULL,0.00,0.00,  
320,HAHN,AEVOGUVKHWKEUD, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.790,2000-12-10 10:41:36.790,NULL,0.00,0.00,  
321,INFANTE,RJMTWVSYDVVVIT, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.800,2000-12-10 10:41:36.800,NULL,0.00,0.00,  
322,JONES,GKGLNNLHHACWBI, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.800,2000-12-10 10:41:36.800,NULL,0.00,0.00,  
323,KAHRMANN,VCTMYHGCLIFKW, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.810,2000-12-10 10:41:36.810,NULL,0.00,0.00,  
324,LING,TOYRQIV, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.810,2000-12-10 10:41:36.810,NULL,0.00,0.00,  
325,MAKAI,OTTLXMTBUWRJJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.810,2000-12-10 10:41:36.810,NULL,0.00,0.00,  
326,NELSON,DCLLNSEHCTPVT, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.820,2000-12-10 10:41:36.820,NULL,0.00,0.00,  
327,OLPHANT,NRDBETHJVR, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.820,2000-12-10 10:41:36.820,NULL,0.00,0.00,  
328,PAYNTER,XELY, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.830,2000-12-10 10:41:36.830,326,0.00,0.00,  
329,QUINT,OMFRDLGMEUWHHF, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.830,2000-12-10 10:41:36.830,NULL,0.00,0.00,  
330,RYAN,FKPSOOOWEPRKNB, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.840,2000-12-10 10:41:36.840,NULL,0.00,0.00,  
331,STEIN,NADBLT, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.840,2000-12-10 10:41:36.840,NULL,0.00,0.00,  
332,TOLSKY,XECLEWYTNF, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.850,2000-12-10 10:41:36.850,414,0.00,0.00,  
333,UNAKLET,HBRCXLGLJLXQHO, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.850,2000-12-10 10:41:36.850,NULL,0.00,0.00,  
334,VANN,OVXNEMWBMKD, , , ,  ,  ,          , ,1999-10-13 10:41:36.860,2000-12-10 10:41:36.860,NULL,0.00,0.00,  
335,WOLFMULE,PUCCAGVQK, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.860,2000-12-10 10:41:36.860,NULL,0.00,0.00,  
336,XAVIER,MQNK, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.860,2000-12-10 10:41:36.860,NULL,0.00,0.00,  
337,YEONG,SITKIUTEGMQMT, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.870,2000-12-10 10:41:36.870,NULL,0.00,0.00,  
338,ZUCKER,FVKGIHLKGRHPJE, , , ,  ,  ,          ,             ,1999-10-13 10:41:36.870,2000-12-10 10:41:36.870,428,0.00,0.00,  
339,ANDERSON,SYVUGWUDGFLIUQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.060,2000-12-10 10:41:37.060,346,0.00,0.00,  
340,BARR,ULXIQKBGDZMFCY, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.070,2000-12-10 10:41:37.070,NULL,0.00,0.00,  
341,CHEN,VUSE, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.070,2000-12-10 10:41:37.070,NULL,0.00,0.00,  
342,DORR,IATFUCBEDD, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.080,2000-12-10 10:41:37.080,292,0.00,0.00,  
343,EFLIN,CVTJKCORUDWWKN, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.080,2000-12-10 10:41:37.080,375,0.00,0.00,  
344,FLORINI,KITXQUCBRVIUUU, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.090,2000-12-10 10:41:37.090,NULL,0.00,0.00,  
345,GOHAN,JDRQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.090,2000-12-10 10:41:37.090,NULL,0.00,0.00,  
346,HAHN,TNGCNGNTYROKZH, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.100,2000-12-10 10:41:37.100,NULL,0.00,0.00,  
347,INFANTE,SCQVLNJGPRQPU, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.100,2000-12-10 10:41:37.100,82,0.00,0.00,  
348,JONES,OMHYUTSTEDLGAS, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.110,2000-12-10 10:41:37.110,NULL,0.00,0.00,  
349,KAHRMANN,OHMJYEUJHF, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.110,2000-12-10 10:41:37.110,NULL,0.00,0.00,  
350,LING,YEBJDSYELVNYJG, , , ,  ,  ,          ,             ,1999-10-13 10:41:37.120,2000-12-10 10:41:37.120,NULL,0.00,0.00,  
